,id,code,category,parent,value
417,"Special Education Teachers, Elementary School",25-2056,detailed,Special Education Teachers,50
418,"Special Education Teachers, Middle School",25-2057,detailed,Special Education Teachers,50
419,"Special Education Teachers, Secondary School",25-2058,detailed,Special Education Teachers,50
420,"Special Education Teachers, All Other",25-2059,detailed,Special Education Teachers,50
421,Other Teachers and Instructors,25-3000,minor,Educational Instruction and Library Occupations,50
422,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",25-3010,broad,Other Teachers and Instructors,50
424,Self-Enrichment Teachers,25-3020,broad,Other Teachers and Instructors,50
426,"Substitute Teachers, Short-Term",25-3030,broad,Other Teachers and Instructors,50
428,Tutors,25-3040,broad,Other Teachers and Instructors,50
430,Miscellaneous Teachers and Instructors,25-3090,broad,Other Teachers and Instructors,50
431,"Teachers and Instructors, All Other",25-3099,detailed,Miscellaneous Teachers and Instructors,50
432,"Librarians, Curators, and Archivists",25-4000,minor,Educational Instruction and Library Occupations,50
433,"Archivists, Curators, and Museum Technicians",25-4010,broad,"Librarians, Curators, and Archivists",50
434,Archivists,25-4011,detailed,"Archivists, Curators, and Museum Technicians",50
435,Curators,25-4012,detailed,"Archivists, Curators, and Museum Technicians",50
436,Museum Technicians and Conservators,25-4013,detailed,"Archivists, Curators, and Museum Technicians",50
437,Librarians and Media Collections Specialists,25-4020,broad,"Librarians, Curators, and Archivists",50
439,Library Technicians,25-4030,broad,"Librarians, Curators, and Archivists",50
441,Other Educational Instruction and Library Occupations,25-9000,minor,Educational Instruction and Library Occupations,50
442,Farm and Home Management Educators,25-9020,broad,Other Educational Instruction and Library Occupations,50
444,Instructional Coordinators,25-9030,broad,Other Educational Instruction and Library Occupations,50
446,Teaching Assistants,25-9040,broad,Other Educational Instruction and Library Occupations,50
447,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",25-9042,detailed,Teaching Assistants,50
448,"Teaching Assistants, Special Education",25-9043,detailed,Teaching Assistants,50
449,"Teaching Assistants, Postsecondary",25-9044,detailed,Teaching Assistants,50
450,"Teaching Assistants, All Other",25-9049,detailed,Teaching Assistants,50
451,Miscellaneous Educational Instruction and Library Workers,25-9090,broad,Other Educational Instruction and Library Occupations,50
452,"Educational Instruction and Library Workers, All Other",25-9099,detailed,Miscellaneous Educational Instruction and Library Workers,50
453,"Arts, Design, Entertainment, Sports, and Media Occupations",27-0000,major,All Occupations,50
454,Art and Design Workers,27-1000,minor,"Arts, Design, Entertainment, Sports, and Media Occupations",50
455,Artists and Related Workers,27-1010,broad,Art and Design Workers,50
456,Art Directors,27-1011,detailed,Artists and Related Workers,50
457,Craft Artists,27-1012,detailed,Artists and Related Workers,50
458,"Fine Artists, Including Painters, Sculptors, and Illustrators",27-1013,detailed,Artists and Related Workers,50
459,Special Effects Artists and Animators,27-1014,detailed,Artists and Related Workers,50
460,"Artists and Related Workers, All Other",27-1019,detailed,Artists and Related Workers,50
461,Designers,27-1020,broad,Art and Design Workers,50
462,Commercial and Industrial Designers,27-1021,detailed,Designers,50
463,Fashion Designers,27-1022,detailed,Designers,50
464,Floral Designers,27-1023,detailed,Designers,50
465,Graphic Designers,27-1024,detailed,Designers,50
466,Interior Designers,27-1025,detailed,Designers,50
467,Merchandise Displayers and Window Trimmers,27-1026,detailed,Designers,50
468,Set and Exhibit Designers,27-1027,detailed,Designers,50
469,"Designers, All Other",27-1029,detailed,Designers,50
470,"Entertainers and Performers, Sports and Related Workers",27-2000,minor,"Arts, Design, Entertainment, Sports, and Media Occupations",50
471,"Actors, Producers, and Directors",27-2010,broad,"Entertainers and Performers, Sports and Related Workers",50
472,Actors,27-2011,detailed,"Actors, Producers, and Directors",50
473,Producers and Directors,27-2012,detailed,"Actors, Producers, and Directors",50
474,"Athletes, Coaches, Umpires, and Related Workers",27-2020,broad,"Entertainers and Performers, Sports and Related Workers",50
475,Athletes and Sports Competitors,27-2021,detailed,"Athletes, Coaches, Umpires, and Related Workers",50
476,Coaches and Scouts,27-2022,detailed,"Athletes, Coaches, Umpires, and Related Workers",50
477,"Umpires, Referees, and Other Sports Officials",27-2023,detailed,"Athletes, Coaches, Umpires, and Related Workers",50
478,Dancers and Choreographers,27-2030,broad,"Entertainers and Performers, Sports and Related Workers",50
479,Dancers,27-2031,detailed,Dancers and Choreographers,50
480,Choreographers,27-2032,detailed,Dancers and Choreographers,50
481,"Musicians, Singers, and Related Workers",27-2040,broad,"Entertainers and Performers, Sports and Related Workers",50
482,Music Directors and Composers,27-2041,detailed,"Musicians, Singers, and Related Workers",50
483,Musicians and Singers,27-2042,detailed,"Musicians, Singers, and Related Workers",50
484,"Miscellaneous Entertainers and Performers, Sports and Related Workers",27-2090,broad,"Entertainers and Performers, Sports and Related Workers",50
485,"Disc Jockeys, Except Radio",27-2091,detailed,"Miscellaneous Entertainers and Performers, Sports and Related Workers",50
486,"Entertainers and Performers, Sports and Related Workers, All Other",27-2099,detailed,"Miscellaneous Entertainers and Performers, Sports and Related Workers",50
487,Media and Communication Workers,27-3000,minor,"Arts, Design, Entertainment, Sports, and Media Occupations",50
488,Broadcast Announcers and Radio Disc Jockeys,27-3010,broad,Media and Communication Workers,50
490,"News Analysts, Reporters and Journalists",27-3020,broad,Media and Communication Workers,50
491,"News Analysts, Reporters, and Journalists",27-3023,detailed,"News Analysts, Reporters and Journalists",50
492,Public Relations Specialists,27-3030,broad,Media and Communication Workers,50
494,Writers and Editors,27-3040,broad,Media and Communication Workers,50
495,Editors,27-3041,detailed,Writers and Editors,50
496,Technical Writers,27-3042,detailed,Writers and Editors,50
497,Writers and Authors,27-3043,detailed,Writers and Editors,50
498,Miscellaneous Media and Communication Workers,27-3090,broad,Media and Communication Workers,50
499,Interpreters and Translators,27-3091,detailed,Miscellaneous Media and Communication Workers,50
500,Court Reporters and Simultaneous Captioners,27-3092,detailed,Miscellaneous Media and Communication Workers,50
501,"Media and Communication Workers, All Other",27-3099,detailed,Miscellaneous Media and Communication Workers,50
502,Media and Communication Equipment Workers,27-4000,minor,"Arts, Design, Entertainment, Sports, and Media Occupations",50
503,"Broadcast, Sound, and Lighting Technicians",27-4010,broad,Media and Communication Equipment Workers,50
504,Audio and Video Technicians,27-4011,detailed,"Broadcast, Sound, and Lighting Technicians",50
505,Broadcast Technicians,27-4012,detailed,"Broadcast, Sound, and Lighting Technicians",50
506,Sound Engineering Technicians,27-4014,detailed,"Broadcast, Sound, and Lighting Technicians",50
507,Lighting Technicians,27-4015,detailed,"Broadcast, Sound, and Lighting Technicians",50
508,Photographers,27-4020,broad,Media and Communication Equipment Workers,50
510,"Television, Video, and Film Camera Operators and Editors",27-4030,broad,Media and Communication Equipment Workers,50
511,"Camera Operators, Television, Video, and Film",27-4031,detailed,"Television, Video, and Film Camera Operators and Editors",50
512,Film and Video Editors,27-4032,detailed,"Television, Video, and Film Camera Operators and Editors",50
513,Miscellaneous Media and Communication Equipment Workers,27-4090,broad,Media and Communication Equipment Workers,50
514,"Media and Communication Equipment Workers, All Other",27-4099,detailed,Miscellaneous Media and Communication Equipment Workers,50
515,Healthcare Practitioners and Technical Occupations,29-0000,major,All Occupations,50
516,Healthcare Diagnosing or Treating Practitioners,29-1000,minor,Healthcare Practitioners and Technical Occupations,50
517,Chiropractors,29-1010,broad,Healthcare Diagnosing or Treating Practitioners,50
519,Dentists,29-1020,broad,Healthcare Diagnosing or Treating Practitioners,50
520,"Dentists, General",29-1021,detailed,Dentists,50
521,Oral and Maxillofacial Surgeons,29-1022,detailed,Dentists,50
522,Orthodontists,29-1023,detailed,Dentists,50
523,Prosthodontists,29-1024,detailed,Dentists,50
524,"Dentists, All Other Specialists",29-1029,detailed,Dentists,50
525,Dietitians and Nutritionists,29-1030,broad,Healthcare Diagnosing or Treating Practitioners,50
527,Optometrists,29-1040,broad,Healthcare Diagnosing or Treating Practitioners,50
529,Pharmacists,29-1050,broad,Healthcare Diagnosing or Treating Practitioners,50
531,Physician Assistants,29-1070,broad,Healthcare Diagnosing or Treating Practitioners,50
533,Podiatrists,29-1080,broad,Healthcare Diagnosing or Treating Practitioners,50
535,Therapists,29-1120,broad,Healthcare Diagnosing or Treating Practitioners,50
536,Occupational Therapists,29-1122,detailed,Therapists,50
537,Physical Therapists,29-1123,detailed,Therapists,50
538,Radiation Therapists,29-1124,detailed,Therapists,50
539,Recreational Therapists,29-1125,detailed,Therapists,50
540,Respiratory Therapists,29-1126,detailed,Therapists,50
541,Speech-Language Pathologists,29-1127,detailed,Therapists,50
542,Exercise Physiologists,29-1128,detailed,Therapists,50
543,"Therapists, All Other",29-1129,detailed,Therapists,50
544,Veterinarians,29-1130,broad,Healthcare Diagnosing or Treating Practitioners,50
546,Registered Nurses,29-1140,broad,Healthcare Diagnosing or Treating Practitioners,50
548,Nurse Anesthetists,29-1150,broad,Healthcare Diagnosing or Treating Practitioners,50
550,Nurse Midwives,29-1160,broad,Healthcare Diagnosing or Treating Practitioners,50
552,Nurse Practitioners,29-1170,broad,Healthcare Diagnosing or Treating Practitioners,50
554,Audiologists,29-1180,broad,Healthcare Diagnosing or Treating Practitioners,50
556,Physicians,29-1210,broad,Healthcare Diagnosing or Treating Practitioners,50
557,Anesthesiologists,29-1211,detailed,Physicians,50
558,Cardiologists,29-1212,detailed,Physicians,50
559,Dermatologists,29-1213,detailed,Physicians,50
560,Emergency Medicine Physicians,29-1214,detailed,Physicians,50
561,Family Medicine Physicians,29-1215,detailed,Physicians,50
562,General Internal Medicine Physicians,29-1216,detailed,Physicians,50
563,Neurologists,29-1217,detailed,Physicians,50
564,Obstetricians and Gynecologists,29-1218,detailed,Physicians,50
565,"Pediatricians, General",29-1221,detailed,Physicians,50
566,"Physicians, Pathologists",29-1222,detailed,Physicians,50
567,Psychiatrists,29-1223,detailed,Physicians,50
568,Radiologists,29-1224,detailed,Physicians,50
569,"Physicians, All Other",29-1229,detailed,Physicians,50
570,Surgeons,29-1240,broad,Healthcare Diagnosing or Treating Practitioners,50
571,"Ophthalmologists, Except Pediatric",29-1241,detailed,Surgeons,50
572,"Orthopedic Surgeons, Except Pediatric",29-1242,detailed,Surgeons,50
573,Pediatric Surgeons,29-1243,detailed,Surgeons,50
574,"Surgeons, All Other",29-1249,detailed,Surgeons,50
575,Miscellaneous Healthcare Diagnosing or Treating Practitioners,29-1290,broad,Healthcare Diagnosing or Treating Practitioners,50
576,Acupuncturists,29-1291,detailed,Miscellaneous Healthcare Diagnosing or Treating Practitioners,50
577,Dental Hygienists,29-1292,detailed,Miscellaneous Healthcare Diagnosing or Treating Practitioners,50
578,"Healthcare Diagnosing or Treating Practitioners, All Other",29-1299,detailed,Miscellaneous Healthcare Diagnosing or Treating Practitioners,50
579,Health Technologists and Technicians,29-2000,minor,Healthcare Practitioners and Technical Occupations,50
580,Clinical Laboratory Technologists and Technicians,29-2010,broad,Health Technologists and Technicians,50
581,Medical and Clinical Laboratory Technologists,29-2011,detailed,Clinical Laboratory Technologists and Technicians,50
582,Medical and Clinical Laboratory Technicians,29-2012,detailed,Clinical Laboratory Technologists and Technicians,50
583,Diagnostic Related Technologists and Technicians,29-2030,broad,Health Technologists and Technicians,50
584,Cardiovascular Technologists and Technicians,29-2031,detailed,Diagnostic Related Technologists and Technicians,50
585,Diagnostic Medical Sonographers,29-2032,detailed,Diagnostic Related Technologists and Technicians,50
586,Nuclear Medicine Technologists,29-2033,detailed,Diagnostic Related Technologists and Technicians,50
587,Radiologic Technologists and Technicians,29-2034,detailed,Diagnostic Related Technologists and Technicians,50
588,Magnetic Resonance Imaging Technologists,29-2035,detailed,Diagnostic Related Technologists and Technicians,50
589,Medical Dosimetrists,29-2036,detailed,Diagnostic Related Technologists and Technicians,50
590,Emergency Medical Technicians and Paramedics,29-2040,broad,Health Technologists and Technicians,50
591,Emergency Medical Technicians,29-2042,detailed,Emergency Medical Technicians and Paramedics,50
592,Paramedics,29-2043,detailed,Emergency Medical Technicians and Paramedics,50
593,Health Practitioner Support Technologists and Technicians,29-2050,broad,Health Technologists and Technicians,50
594,Dietetic Technicians,29-2051,detailed,Health Practitioner Support Technologists and Technicians,50
595,Pharmacy Technicians,29-2052,detailed,Health Practitioner Support Technologists and Technicians,50
596,Psychiatric Technicians,29-2053,detailed,Health Practitioner Support Technologists and Technicians,50
597,Surgical Technologists,29-2055,detailed,Health Practitioner Support Technologists and Technicians,50
598,Veterinary Technologists and Technicians,29-2056,detailed,Health Practitioner Support Technologists and Technicians,50
599,Ophthalmic Medical Technicians,29-2057,detailed,Health Practitioner Support Technologists and Technicians,50
600,Licensed Practical and Licensed Vocational Nurses,29-2060,broad,Health Technologists and Technicians,50
602,Medical Records Specialists,29-2070,broad,Health Technologists and Technicians,50
604,"Opticians, Dispensing",29-2080,broad,Health Technologists and Technicians,50
606,Miscellaneous Health Technologists and Technicians,29-2090,broad,Health Technologists and Technicians,50
607,Orthotists and Prosthetists,29-2091,detailed,Miscellaneous Health Technologists and Technicians,50
608,Hearing Aid Specialists,29-2092,detailed,Miscellaneous Health Technologists and Technicians,50
609,"Health Technologists and Technicians, All Other",29-2099,detailed,Miscellaneous Health Technologists and Technicians,50
610,Other Healthcare Practitioners and Technical Occupations,29-9000,minor,Healthcare Practitioners and Technical Occupations,50
611,Health Information Technologists and Medical Registrars,29-9020,broad,Other Healthcare Practitioners and Technical Occupations,50
613,Miscellaneous Health Practitioners and Technical Workers,29-9090,broad,Other Healthcare Practitioners and Technical Occupations,50
614,Athletic Trainers,29-9091,detailed,Miscellaneous Health Practitioners and Technical Workers,50
615,Genetic Counselors,29-9092,detailed,Miscellaneous Health Practitioners and Technical Workers,50
616,Surgical Assistants,29-9093,detailed,Miscellaneous Health Practitioners and Technical Workers,50
617,"Healthcare Practitioners and Technical Workers, All Other",29-9099,detailed,Miscellaneous Health Practitioners and Technical Workers,50
618,Healthcare Support Occupations,31-0000,major,All Occupations,50
619,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",31-1100,minor,Healthcare Support Occupations,50
620,Home Health and Personal Care Aides,31-1120,broad,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",50
621,Home Health Aides,31-1121,detailed,Home Health and Personal Care Aides,50
622,Personal Care Aides,31-1122,detailed,Home Health and Personal Care Aides,50
623,"Nursing Assistants, Orderlies, and Psychiatric Aides",31-1130,broad,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",50
624,Nursing Assistants,31-1131,detailed,"Nursing Assistants, Orderlies, and Psychiatric Aides",50
625,Orderlies,31-1132,detailed,"Nursing Assistants, Orderlies, and Psychiatric Aides",50
626,Psychiatric Aides,31-1133,detailed,"Nursing Assistants, Orderlies, and Psychiatric Aides",50
627,Occupational Therapy and Physical Therapist Assistants and Aides,31-2000,minor,Healthcare Support Occupations,50
628,Occupational Therapy Assistants and Aides,31-2010,broad,Occupational Therapy and Physical Therapist Assistants and Aides,50
629,Occupational Therapy Assistants,31-2011,detailed,Occupational Therapy Assistants and Aides,50
630,Occupational Therapy Aides,31-2012,detailed,Occupational Therapy Assistants and Aides,50
631,Physical Therapist Assistants and Aides,31-2020,broad,Occupational Therapy and Physical Therapist Assistants and Aides,50
632,Physical Therapist Assistants,31-2021,detailed,Physical Therapist Assistants and Aides,50
633,Physical Therapist Aides,31-2022,detailed,Physical Therapist Assistants and Aides,50
634,Other Healthcare Support Occupations,31-9000,minor,Healthcare Support Occupations,50
635,Massage Therapists,31-9010,broad,Other Healthcare Support Occupations,50
637,Miscellaneous Healthcare Support Occupations,31-9090,broad,Other Healthcare Support Occupations,50
638,Dental Assistants,31-9091,detailed,Miscellaneous Healthcare Support Occupations,50
639,Medical Assistants,31-9092,detailed,Miscellaneous Healthcare Support Occupations,50
640,Medical Equipment Preparers,31-9093,detailed,Miscellaneous Healthcare Support Occupations,50
641,Medical Transcriptionists,31-9094,detailed,Miscellaneous Healthcare Support Occupations,50
642,Pharmacy Aides,31-9095,detailed,Miscellaneous Healthcare Support Occupations,50
643,Veterinary Assistants and Laboratory Animal Caretakers,31-9096,detailed,Miscellaneous Healthcare Support Occupations,50
644,Phlebotomists,31-9097,detailed,Miscellaneous Healthcare Support Occupations,50
645,"Healthcare Support Workers, All Other",31-9099,detailed,Miscellaneous Healthcare Support Occupations,50
646,Protective Service Occupations,33-0000,major,All Occupations,50
647,Supervisors of Protective Service Workers,33-1000,minor,Protective Service Occupations,50
648,First-Line Supervisors of Law Enforcement Workers,33-1010,broad,Supervisors of Protective Service Workers,50
649,First-Line Supervisors of Correctional Officers,33-1011,detailed,First-Line Supervisors of Law Enforcement Workers,50
650,First-Line Supervisors of Police and Detectives,33-1012,detailed,First-Line Supervisors of Law Enforcement Workers,50
651,First-Line Supervisors of Firefighting and Prevention Workers,33-1020,broad,Supervisors of Protective Service Workers,50
653,"Miscellaneous First-Line Supervisors, Protective Service Workers",33-1090,broad,Supervisors of Protective Service Workers,50
654,First-Line Supervisors of Security Workers,33-1091,detailed,"Miscellaneous First-Line Supervisors, Protective Service Workers",50
655,"First-Line Supervisors of Protective Service Workers, All Other",33-1099,detailed,"Miscellaneous First-Line Supervisors, Protective Service Workers",50
656,Firefighting and Prevention Workers,33-2000,minor,Protective Service Occupations,50
657,Firefighters,33-2010,broad,Firefighting and Prevention Workers,50
659,Fire Inspectors,33-2020,broad,Firefighting and Prevention Workers,50
660,Fire Inspectors and Investigators,33-2021,detailed,Fire Inspectors,50
661,Forest Fire Inspectors and Prevention Specialists,33-2022,detailed,Fire Inspectors,50
662,Law Enforcement Workers,33-3000,minor,Protective Service Occupations,50
663,"Bailiffs, Correctional Officers, and Jailers",33-3010,broad,Law Enforcement Workers,50
664,Bailiffs,33-3011,detailed,"Bailiffs, Correctional Officers, and Jailers",50
665,Correctional Officers and Jailers,33-3012,detailed,"Bailiffs, Correctional Officers, and Jailers",50
666,Detectives and Criminal Investigators,33-3020,broad,Law Enforcement Workers,50
668,Fish and Game Wardens,33-3030,broad,Law Enforcement Workers,50
670,Parking Enforcement Workers,33-3040,broad,Law Enforcement Workers,50
672,Police Officers,33-3050,broad,Law Enforcement Workers,50
673,Police and Sheriff’s Patrol Officers,33-3051,detailed,Police Officers,50
674,Transit and Railroad Police,33-3052,detailed,Police Officers,50
675,Other Protective Service Workers,33-9000,minor,Protective Service Occupations,50
676,Animal Control Workers,33-9010,broad,Other Protective Service Workers,50
678,Private Detectives and Investigators,33-9020,broad,Other Protective Service Workers,50
680,Security Guards and Gambling Surveillance Officers,33-9030,broad,Other Protective Service Workers,50
681,Gambling Surveillance Officers and Gambling Investigators,33-9031,detailed,Security Guards and Gambling Surveillance Officers,50
682,Security Guards,33-9032,detailed,Security Guards and Gambling Surveillance Officers,50
683,Miscellaneous Protective Service Workers,33-9090,broad,Other Protective Service Workers,50
684,Crossing Guards and Flaggers,33-9091,detailed,Miscellaneous Protective Service Workers,50
685,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,detailed,Miscellaneous Protective Service Workers,50
686,Transportation Security Screeners,33-9093,detailed,Miscellaneous Protective Service Workers,50
687,School Bus Monitors,33-9094,detailed,Miscellaneous Protective Service Workers,50
688,"Protective Service Workers, All Other",33-9099,detailed,Miscellaneous Protective Service Workers,50
689,Food Preparation and Serving Related Occupations,35-0000,major,All Occupations,50
690,Supervisors of Food Preparation and Serving Workers,35-1000,minor,Food Preparation and Serving Related Occupations,50
692,Chefs and Head Cooks,35-1011,detailed,Supervisors of Food Preparation and Serving Workers,50
693,First-Line Supervisors of Food Preparation and Serving Workers,35-1012,detailed,Supervisors of Food Preparation and Serving Workers,50
694,Cooks and Food Preparation Workers,35-2000,minor,Food Preparation and Serving Related Occupations,50
695,Cooks,35-2010,broad,Cooks and Food Preparation Workers,50
696,"Cooks, Fast Food",35-2011,detailed,Cooks,50
697,"Cooks, Institution and Cafeteria",35-2012,detailed,Cooks,50
698,"Cooks, Private Household",35-2013,detailed,Cooks,50
699,"Cooks, Restaurant",35-2014,detailed,Cooks,50
700,"Cooks, Short Order",35-2015,detailed,Cooks,50
701,"Cooks, All Other",35-2019,detailed,Cooks,50
702,Food Preparation Workers,35-2020,broad,Cooks and Food Preparation Workers,50
704,Food and Beverage Serving Workers,35-3000,minor,Food Preparation and Serving Related Occupations,50
705,Bartenders,35-3010,broad,Food and Beverage Serving Workers,50
707,Fast Food and Counter Workers,35-3020,broad,Food and Beverage Serving Workers,50
709,Waiters and Waitresses,35-3030,broad,Food and Beverage Serving Workers,50
711,"Food Servers, Nonrestaurant",35-3040,broad,Food and Beverage Serving Workers,50
713,Other Food Preparation and Serving Related Workers,35-9000,minor,Food Preparation and Serving Related Occupations,50
714,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9010,broad,Other Food Preparation and Serving Related Workers,50
716,Dishwashers,35-9020,broad,Other Food Preparation and Serving Related Workers,50
718,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9030,broad,Other Food Preparation and Serving Related Workers,50
720,Miscellaneous Food Preparation and Serving Related Workers,35-9090,broad,Other Food Preparation and Serving Related Workers,50
721,"Food Preparation and Serving Related Workers, All Other",35-9099,detailed,Miscellaneous Food Preparation and Serving Related Workers,50
722,Building and Grounds Cleaning and Maintenance Occupations,37-0000,major,All Occupations,50
723,Supervisors of Building and Grounds Cleaning and Maintenance Workers,37-1000,minor,Building and Grounds Cleaning and Maintenance Occupations,50
724,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,37-1010,broad,Supervisors of Building and Grounds Cleaning and Maintenance Workers,50
725,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,detailed,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,50
726,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012,detailed,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,50
727,Building Cleaning and Pest Control Workers,37-2000,minor,Building and Grounds Cleaning and Maintenance Occupations,50
728,Building Cleaning Workers,37-2010,broad,Building Cleaning and Pest Control Workers,50
729,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011,detailed,Building Cleaning Workers,50
730,Maids and Housekeeping Cleaners,37-2012,detailed,Building Cleaning Workers,50
731,"Building Cleaning Workers, All Other",37-2019,detailed,Building Cleaning Workers,50
732,Pest Control Workers,37-2020,broad,Building Cleaning and Pest Control Workers,50
734,Grounds Maintenance Workers,37-3000,minor,Building and Grounds Cleaning and Maintenance Occupations,50
736,Landscaping and Groundskeeping Workers,37-3011,detailed,Grounds Maintenance Workers,50
737,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012,detailed,Grounds Maintenance Workers,50
738,Tree Trimmers and Pruners,37-3013,detailed,Grounds Maintenance Workers,50
739,"Grounds Maintenance Workers, All Other",37-3019,detailed,Grounds Maintenance Workers,50
740,Personal Care and Service Occupations,39-0000,major,All Occupations,50
741,Supervisors of Personal Care and Service Workers,39-1000,minor,Personal Care and Service Occupations,50
742,First-Line Supervisors of Entertainment and Recreation Workers,39-1010,broad,Supervisors of Personal Care and Service Workers,50
743,First-Line Supervisors of Gambling Services Workers,39-1013,detailed,First-Line Supervisors of Entertainment and Recreation Workers,50
744,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014,detailed,First-Line Supervisors of Entertainment and Recreation Workers,50
745,First-Line Supervisors of Personal Service Workers,39-1020,broad,Supervisors of Personal Care and Service Workers,50
747,Animal Care and Service Workers,39-2000,minor,Personal Care and Service Occupations,50
748,Animal Trainers,39-2010,broad,Animal Care and Service Workers,50
750,Animal Caretakers,39-2020,broad,Animal Care and Service Workers,50
752,Entertainment Attendants and Related Workers,39-3000,minor,Personal Care and Service Occupations,50
753,Gambling Services Workers,39-3010,broad,Entertainment Attendants and Related Workers,50
754,Gambling Dealers,39-3011,detailed,Gambling Services Workers,50
755,Gambling and Sports Book Writers and Runners,39-3012,detailed,Gambling Services Workers,50
756,"Gambling Service Workers, All Other",39-3019,detailed,Gambling Services Workers,50
757,Motion Picture Projectionists,39-3020,broad,Entertainment Attendants and Related Workers,50
759,"Ushers, Lobby Attendants, and Ticket Takers",39-3030,broad,Entertainment Attendants and Related Workers,50
761,Miscellaneous Entertainment Attendants and Related Workers,39-3090,broad,Entertainment Attendants and Related Workers,50
762,Amusement and Recreation Attendants,39-3091,detailed,Miscellaneous Entertainment Attendants and Related Workers,50
763,Costume Attendants,39-3092,detailed,Miscellaneous Entertainment Attendants and Related Workers,50
764,"Locker Room, Coatroom, and Dressing Room Attendants",39-3093,detailed,Miscellaneous Entertainment Attendants and Related Workers,50
765,"Entertainment Attendants and Related Workers, All Other",39-3099,detailed,Miscellaneous Entertainment Attendants and Related Workers,50
766,Funeral Service Workers,39-4000,minor,Personal Care and Service Occupations,50
767,Embalmers and Crematory Operators,39-4010,broad,Funeral Service Workers,50
768,Embalmers,39-4011,detailed,Embalmers and Crematory Operators,50
769,Crematory Operators,39-4012,detailed,Embalmers and Crematory Operators,50
770,Funeral Attendants,39-4020,broad,Funeral Service Workers,50
772,"Morticians, Undertakers, and Funeral Arrangers",39-4030,broad,Funeral Service Workers,50
774,Personal Appearance Workers,39-5000,minor,Personal Care and Service Occupations,50
775,"Barbers, Hairdressers, Hairstylists and Cosmetologists",39-5010,broad,Personal Appearance Workers,50
776,Barbers,39-5011,detailed,"Barbers, Hairdressers, Hairstylists and Cosmetologists",50
777,"Hairdressers, Hairstylists, and Cosmetologists",39-5012,detailed,"Barbers, Hairdressers, Hairstylists and Cosmetologists",50
778,Miscellaneous Personal Appearance Workers,39-5090,broad,Personal Appearance Workers,50
779,"Makeup Artists, Theatrical and Performance",39-5091,detailed,Miscellaneous Personal Appearance Workers,50
780,Manicurists and Pedicurists,39-5092,detailed,Miscellaneous Personal Appearance Workers,50
781,Shampooers,39-5093,detailed,Miscellaneous Personal Appearance Workers,50
782,Skincare Specialists,39-5094,detailed,Miscellaneous Personal Appearance Workers,50
783,"Baggage Porters, Bellhops, and Concierges",39-6000,minor,Personal Care and Service Occupations,50
785,Baggage Porters and Bellhops,39-6011,detailed,"Baggage Porters, Bellhops, and Concierges",50
786,Concierges,39-6012,detailed,"Baggage Porters, Bellhops, and Concierges",50
787,Tour and Travel Guides,39-7000,minor,Personal Care and Service Occupations,50
789,Tour Guides and Escorts,39-7011,detailed,Tour and Travel Guides,50
790,Travel Guides,39-7012,detailed,Tour and Travel Guides,50
791,Other Personal Care and Service Workers,39-9000,minor,Personal Care and Service Occupations,50
792,Childcare Workers,39-9010,broad,Other Personal Care and Service Workers,50
794,Recreation and Fitness Workers,39-9030,broad,Other Personal Care and Service Workers,50
795,Exercise Trainers and Group Fitness Instructors,39-9031,detailed,Recreation and Fitness Workers,50
796,Recreation Workers,39-9032,detailed,Recreation and Fitness Workers,50
797,Residential Advisors,39-9040,broad,Other Personal Care and Service Workers,50
799,Miscellaneous Personal Care and Service Workers,39-9090,broad,Other Personal Care and Service Workers,50
800,"Personal Care and Service Workers, All Other",39-9099,detailed,Miscellaneous Personal Care and Service Workers,50
801,Sales and Related Occupations,41-0000,major,All Occupations,50
802,Supervisors of Sales Workers,41-1000,minor,Sales and Related Occupations,50
803,First-Line Supervisors of Sales Workers,41-1010,broad,Supervisors of Sales Workers,50
804,First-Line Supervisors of Retail Sales Workers,41-1011,detailed,First-Line Supervisors of Sales Workers,50
805,First-Line Supervisors of Non-Retail Sales Workers,41-1012,detailed,First-Line Supervisors of Sales Workers,50
806,Retail Sales Workers,41-2000,minor,Sales and Related Occupations,50
807,Cashiers,41-2010,broad,Retail Sales Workers,50
809,Gambling Change Persons and Booth Cashiers,41-2012,detailed,Cashiers,50
810,Counter and Rental Clerks and Parts Salespersons,41-2020,broad,Retail Sales Workers,50
